BuildingType,PrimaryPropertyType,Neighborhood,NumberofFloors,PropertyGFATotal,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),UsageComplexity,HasNaturalGas,HasSteam,DensityPerFloor,IsLargeBuilding,IsDowntown
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1,25600,25600,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,20600.0,Office,5000.0,,,1730600.625,2,1,0,25600.0,0,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,1,23169,23169,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,10200.0,,,,,222255.9063,1,0,0,23169.0,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4,41784,33385,"Office, Parking",Office,33385.0,Parking,8399.0,,,1294615.25,2,0,0,8346.25,0,0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1,56884,56884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56884.0,,,,,1388345.125,1,1,0,56884.0,1,0
NonResidential,Retail Store,BALLARD,1,32810,32810,Retail Store,Retail Store,32810.0,,,,,2017967.75,1,1,0,32810.0,0,0
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,3,30989,30989,Self-Storage Facility,Self-Storage Facility,30989.0,,,,,97690.39844,1,0,0,10329.666666666666,0,0
NonResidential,Self-Storage Facility,MAGNOLIA / QUEEN ANNE,3,39952,39952,Self-Storage Facility,Self-Storage Facility,39952.0,,,,,57133.19922,1,0,0,13317.333333333334,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2,20022,20022,Office,Office,20784.0,,,,,657385.8125,1,0,0,10011.0,0,0
NonResidential,Distribution Center,MAGNOLIA / QUEEN ANNE,2,36498,36498,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,18229.0,Non-Refrigerated Warehouse,17200.0,,,520011.8125,2,1,0,18249.0,0,0
NonResidential,Distribution Center,MAGNOLIA / QUEEN ANNE,1,35946,35946,"Distribution Center, Office",Distribution Center,31845.0,Office,4101.0,,,469499.8125,2,1,0,35946.0,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4,30152,24472,"Office, Parking",Office,25184.0,Parking,4968.0,,,845044.125,2,1,0,6118.0,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4,22365,22365,Office,Office,21617.0,,,,,727385.8125,1,0,0,5591.25,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4,30172,30172,Office,Office,30172.0,,,,,904059.875,1,0,0,7543.0,0,0
NonResidential,Warehouse,BALLARD,4,42500,42500,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,42500.0,Retail Store,5091.0,,,241478.5938,2,0,0,10625.0,0,0
NonResidential,Small- and Mid-Sized Office,BALLARD,4,23032,23032,"Office, Restaurant, Retail Store",Office,14448.0,Restaurant,5300.0,Retail Store,1460.0,1121537.75,3,0,0,5758.0,0,0
NonResidential,Other,BALLARD,3,45750,40836,"Other, Parking",Other,42850.0,Parking,2900.0,,,7240274.0,2,1,0,13612.0,0,0
NonResidential,Small- and Mid-Sized Office,BALLARD,2,23500,23500,Office,Office,23500.0,,,,,1686405.0,1,1,0,11750.0,0,0
NonResidential,Small- and Mid-Sized Office,BALLARD,1,22282,22282,Office,Office,22282.0,,,,,579888.3125,1,1,0,22282.0,0,0
NonResidential,Self-Storage Facility,BALLARD,2,24000,24000,Self-Storage Facility,Self-Storage Facility,24000.0,,,,,502898.6875,1,1,0,12000.0,0,0
NonResidential,Mixed Use Property,BALLARD,3,27085,27085,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,9500.0,Office,8196.0,Multifamily Housing,6700.0,1995131.75,4,1,0,9028.333333333334,0,0
Nonresidential COS,Other,NORTH,2,29258,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,31991.0,Fitness Center/Health Club/Gym,2648.0,Swimming Pool,0.0,8086943.5,3,1,0,14629.0,0,0
NonResidential,Small- and Mid-Sized Office,NORTH,2,37500,37500,Office,Office,37500.0,,,,,2235765.5,1,1,0,18750.0,0,0
NonResidential,K-12 School,NORTHWEST,3,23983,23983,K-12 School,K-12 School,23983.0,,,,,1164364.75,1,1,0,7994.333333333333,0,0
NonResidential,Distribution Center,DELRIDGE,1,24100,24100,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,20100.0,Non-Refrigerated Warehouse,3500.0,,,809870.8125,2,1,0,24100.0,0,0
NonResidential,Worship Facility,SOUTHWEST,1,23772,23772,Worship Facility,Worship Facility,23772.0,,,,,100841.7031,1,0,0,23772.0,0,0
NonResidential,K-12 School,NORTHEAST,2,31343,31343,K-12 School,K-12 School,51515.0,,,,,3846501.25,1,1,0,15671.5,0,0
NonResidential,Mixed Use Property,NORTHWEST,3,55912,33062,"Office, Parking, Retail Store",Parking,24052.0,Office,23501.0,Retail Store,9561.0,2450442.75,3,0,0,11020.666666666666,1,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,2,20294,20294,"Office, Other",Other,18000.0,Office,2294.0,,,1735995.75,2,1,0,10147.0,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4,40571,29722,Office,Office,24008.0,,,,,1286817.375,1,0,0,7430.5,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4,41707,26048,"Office, Parking",Office,41707.0,Parking,12000.0,,,1755788.5,2,0,0,6512.0,0,0
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,2,57644,57644,"Non-Refrigerated Warehouse, Office, Other - Services",Office,20176.0,Other - Services,19440.0,Non-Refrigerated Warehouse,15490.0,2189735.0,3,1,0,28822.0,1,0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,2,39497,39497,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,25547.0,Office,13950.0,,,1700057.375,2,1,0,19748.5,0,0
Nonresidential COS,Other,EAST,1,33087,33087,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,53776.0,,,,,3548858.25,1,1,0,33087.0,0,0
NonResidential,Small- and Mid-Sized Office,NORTHWEST,2,27574,27574,Office,Office,27574.0,,,,,1211349.25,1,0,0,13787.0,0,0
NonResidential,Retail Store,NORTH,1,24982,24982,Retail Store,Retail Store,24982.0,,,,,335245.0,1,0,0,24982.0,0,0
NonResidential,Senior Care Community,North,5,43661,43661,"Parking, Senior Care Community",Senior Care Community,43661.0,Parking,0.0,,,3936421.5,2,1,0,8732.2,0,0
Multifamily LR (1-4),Senior Care Community,North,4,94711,94711,Senior Care Community,Senior Care Community,94717.0,,,,,4567879.0,1,1,0,23677.75,1,0
Multifamily MR (5-9),Senior Care Community,North,5,21620,21620,"Office, Senior Care Community",Senior Care Community,22000.0,Office,2400.0,,,1962351.25,2,1,0,4324.0,0,0
NonResidential,Small- and Mid-Sized Office,NORTHWEST,3,76105,48798,Office,Office,76105.0,,,,,2472350.25,1,0,0,16266.0,1,0
NonResidential,Mixed Use Property,North,2,32009,32009,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,17500.0,Retail Store,15770.0,Office,4000.0,1998725.25,3,1,0,16004.5,0,0
NonResidential,Retail Store,NORTH,1,41615,41615,Retail Store,Retail Store,41615.0,,,,,1900006.25,1,0,0,41615.0,0,0
NonResidential,Medical Office,NORTH,3,28841,28841,Medical Office,Medical Office,28841.0,,,,,1459199.75,1,1,0,9613.666666666666,0,0
NonResidential,Self-Storage Facility,NORTH,2,33344,33344,"Office, Parking, Self-Storage Facility",Self-Storage Facility,31360.0,Office,984.0,Parking,0.0,123767.2031,3,0,0,16672.0,0,0
Nonresidential COS,Other,NORTH,1,30498,30498,Other - Recreation,Other - Recreation,30498.0,,,,,2436063.0,1,1,0,30498.0,0,0
Multifamily MR (5-9),Senior Care Community,North,8,124904,124904,Senior Care Community,Senior Care Community,124848.0,,,,,6682175.0,1,1,0,15613.0,1,0
NonResidential,K-12 School,DELRIDGE,2,42975,42975,K-12 School,K-12 School,21405.0,,,,,959352.0,1,1,0,21487.5,0,0
NonResidential,Other,DELRIDGE,1,23260,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,Office,10185.0,,,1612105.75,5,1,0,23260.0,0,0
NonResidential,Small- and Mid-Sized Office,DELRIDGE,2,30659,30659,"Data Center, Non-Refrigerated Warehouse, Office",Office,27262.0,Non-Refrigerated Warehouse,8653.0,Data Center,285.0,2619088.5,3,1,0,15329.5,0,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,2,27144,27144,Other,Other,27144.0,,,,,1012024.313,1,1,0,13572.0,0,0
NonResidential,Other,NORTHWEST,1,23166,23166,Other,Other,23166.0,,,,,3475804.25,1,1,0,23166.0,0,0
NonResidential,Medical Office,NORTHWEST,2,34759,34759,"Medical Office, Parking",Medical Office,44667.0,Parking,0.0,,,1633105.375,2,0,0,17379.5,0,0
NonResidential,Hospital,NORTHWEST,1,415632,415632,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),483520.0,Parking,266833.0,,,98960776.0,2,1,0,415632.0,1,0
NonResidential,Worship Facility,NORTHWEST,2,44719,44719,"Medical Office, Office, Worship Facility",Worship Facility,45909.0,Medical Office,1025.0,Office,972.0,1614026.25,3,1,0,22359.5,0,0
NonResidential,Supermarket / Grocery Store,GREATER DUWAMISH,1,21603,21603,Supermarket/Grocery Store,Supermarket/Grocery Store,21603.0,,,,,5833800.0,1,1,0,21603.0,0,0
NonResidential,Medical Office,EAST,3,591981,591981,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,102673696.0,4,1,0,197327.0,1,0
NonResidential,Distribution Center,DELRIDGE,1,42900,42900,Distribution Center,Distribution Center,43050.0,,,,,436252.5,1,0,0,42900.0,0,0
Campus,Other,DELRIDGE,1,57952,57952,Adult Education,Adult Education,57952.0,,,,,3091387.5,1,1,0,57952.0,1,0
NonResidential,Other,DELRIDGE,1,26232,26232,"Office, Other - Services",Other - Services,18262.0,Office,7970.0,,,3094090.0,2,1,0,26232.0,0,0
NonResidential,Warehouse,DOWNTOWN,2,25840,25840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25840.0,,,,,313528.0938,1,0,0,12920.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,45145,45145,Office,Office,43813.0,,,,,1268459.0,1,1,0,45145.0,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,5,70332,48237,"Office, Parking",Office,44417.0,Parking,25915.0,,,1981115.25,2,1,0,9647.4,1,1
SPS-District K-12,K-12 School,GREATER DUWAMISH,1,50546,50546,K-12 School,K-12 School,53234.0,,,,,1155080.5,1,1,0,50546.0,1,0
NonResidential,Supermarket / Grocery Store,BALLARD,1,45522,45522,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,45522.0,Parking,0.0,,,12250422.0,2,1,0,45522.0,0,0
NonResidential,Retail Store,NORTHWEST,2,20088,20088,"Office, Parking, Retail Store",Retail Store,16080.0,Office,3500.0,Parking,508.0,326778.6875,3,0,0,10044.0,0,0
Campus,Other,GREATER DUWAMISH,2,138907,138907,Other,Other,139557.0,,,,,7837692.5,1,1,0,69453.5,1,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,2,40657,40657,"Office, Parking",Office,40657.0,Parking,0.0,,,2826828.0,2,1,0,20328.5,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,20200,20200,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18700.0,Office,1500.0,,,269016.6875,2,1,0,20200.0,0,0
NonResidential,Small- and Mid-Sized Office,EAST,7,54372,33548,"Office, Parking",Office,54372.0,Parking,15000.0,,,1403820.0,2,0,0,4792.571428571428,1,0
NonResidential,Other,EAST,1,47699,47699,"Museum, Parking",Museum,47000.0,Parking,0.0,,,14524386.0,2,1,1,47699.0,0,0
NonResidential,Medical Office,EAST,0,274568,274568,"Medical Office, Parking",Medical Office,228133.0,Parking,135954.0,,,25311526.0,2,0,1,,1,0
NonResidential,Small- and Mid-Sized Office,EAST,3,21282,21282,Office,Office,19658.0,,,,,1245923.75,1,0,1,7094.0,0,0
Multifamily HR (10+),High-Rise Multifamily,EAST,17,76855,76855,Multifamily Housing,,,,,,,2718223.0,1,0,0,4520.882352941177,1,0
NonResidential,Other,SOUTHEAST,2,41022,41022,Other,Other,41022.0,,,,,3787648.25,1,0,0,20511.0,0,0
NonResidential,Other,DELRIDGE,2,28109,28109,Other,Other,28109.0,,,,,3612526.75,1,1,0,14054.5,0,0
NonResidential,Small- and Mid-Sized Office,NORTH,3,33580,20590,"Office, Parking",Office,20590.0,Parking,12990.0,,,409578.4063,2,0,0,6863.333333333333,0,0
Multifamily MR (5-9),Senior Care Community,NORTH,7,165914,124773,"Parking, Senior Care Community",Senior Care Community,124773.0,Parking,41141.0,,,4217623.0,2,1,0,17824.714285714286,1,0
NonResidential,Warehouse,NORTH,1,21936,21936,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21936.0,,,,,113130.0,1,1,0,21936.0,0,0
NonResidential,Other,NORTH,1,30160,30160,Other,Other,30139.0,,,,,1045838.5,1,1,0,30160.0,0,0
Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,4,29357,29357,,,,,,,,563683.1875,0,0,0,7339.25,0,0
NonResidential,Mixed Use Property,DOWNTOWN,11,111137,111137,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,42939.0,Multifamily Housing,40878.0,Bank Branch,10887.0,9546165.0,5,1,0,10103.363636363636,1,1
NonResidential,Other,Delridge,1,40189,40189,"Office, Other - Utility, Parking",Other - Utility,28347.0,Office,9113.0,Parking,0.0,1509292.0,3,1,0,40189.0,0,0
NonResidential,Small- and Mid-Sized Office,DELRIDGE,2,66484,66484,"Non-Refrigerated Warehouse, Office, Retail Store",Office,49334.0,Non-Refrigerated Warehouse,18000.0,Retail Store,9000.0,3046543.0,3,0,0,33242.0,1,0
NonResidential,Small- and Mid-Sized Office,EAST,3,25151,25151,Office,Office,24155.0,,,,,1356874.75,1,0,1,8383.666666666666,0,0
NonResidential,Hotel,EAST,6,35770,35770,Hotel,Hotel,35770.0,,,,,2640980.25,1,1,0,5961.666666666667,0,0
NonResidential,Hotel,EAST,9,48006,48006,Hotel,Hotel,48006.0,,,,,3239754.0,1,1,0,5334.0,0,0
NonResidential,Mixed Use Property,DOWNTOWN,2,29631,29631,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,16000.0,Office,13000.0,Restaurant,5000.0,5144392.0,3,1,0,14815.5,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,2,23472,23472,"Office, Other, Retail Store",Office,20695.0,Other,1065.0,Retail Store,945.0,1625308.625,3,1,0,11736.0,0,1
Nonresidential COS,Small- and Mid-Sized Office,GREATER DUWAMISH,2,21315,21315,Office,Office,20424.0,,,,,2796425.0,1,1,0,10657.5,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,4,57110,41298,"Office, Parking",Office,36867.0,Parking,28390.0,,,2190460.0,2,1,0,10324.5,1,0
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,34030,34030,Office,Office,34030.0,,,,,1748629.875,1,1,0,11343.333333333334,0,1
NonResidential,Restaurant,SOUTHWEST,2,20398,20398,"Office, Restaurant",Restaurant,19232.0,Office,1166.0,,,9313513.0,2,1,0,10199.0,0,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,41308,41308,Distribution Center,Distribution Center,41308.0,,,,,1642471.5,1,1,0,41308.0,0,0
NonResidential,Other,MAGNOLIA / QUEEN ANNE,3,34976,34976,Performing Arts,Performing Arts,34976.0,,,,,873711.125,1,1,0,11658.666666666666,0,0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1,38255,38255,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38255.0,,,,,985401.8125,1,1,0,38255.0,0,0
Campus,Other,MAGNOLIA / QUEEN ANNE,1,260241,260241,Other,Other,260241.0,,,,,34012980.0,1,1,0,260241.0,1,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,48924,48924,"Office, Parking",Office,31325.0,Parking,13143.0,,,2282551.25,2,1,0,16308.0,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,4,50333,32297,Office,Office,50333.0,,,,,1602084.375,1,0,0,8074.25,1,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,4,57432,35526,"Office, Parking",Office,34160.0,Parking,19650.0,,,2520483.25,2,0,0,8881.5,1,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,25912,17956,"Office, Parking",Office,17332.0,Parking,9162.0,,,666740.3125,2,0,0,5985.333333333333,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,57132,35224,"Office, Parking",Office,33705.0,Parking,21908.0,,,1994967.75,2,0,0,11741.333333333334,1,0
Multifamily LR (1-4),Senior Care Community,DELRIDGE,3,144682,144682,"Restaurant, Senior Care Community",Senior Care Community,120513.0,Restaurant,24169.0,,,5121586.0,2,0,0,48227.333333333336,1,0
NonResidential,Worship Facility,DELRIDGE,2,24224,24224,"Parking, Worship Facility",Worship Facility,24224.0,Parking,0.0,,,968026.3125,2,1,0,12112.0,0,0
NonResidential,Worship Facility,DELRIDGE,1,23706,23706,Worship Facility,Worship Facility,23706.0,,,,,400770.9063,1,1,0,23706.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,31900,31900,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,28000.0,Office,4000.0,,,1964681.25,2,0,0,31900.0,0,0
NonResidential,Other,SOUTHWEST,1,49066,49066,Social/Meeting Hall,Social/Meeting Hall,49000.0,,,,,3835202.0,1,1,0,49066.0,0,0
NonResidential,Worship Facility,SOUTHWEST,3,30740,30740,"Other - Recreation, Worship Facility",Worship Facility,28293.0,Other - Recreation,11630.0,,,1686262.25,2,1,0,10246.666666666666,0,0
NonResidential,Supermarket / Grocery Store,SOUTHEAST,1,67450,67450,Supermarket/Grocery Store,Supermarket/Grocery Store,42760.0,,,,,2842819.5,1,1,0,67450.0,1,0
SPS-District K-12,K-12 School,BALLARD,1,39971,39971,K-12 School,K-12 School,40867.0,,,,,0.0,1,1,0,39971.0,0,0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1,46970,46970,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46970.0,,,,,882896.5,1,0,0,46970.0,0,0
NonResidential,Warehouse,MAGNOLIA / QUEEN ANNE,1,47554,47554,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",Non-Refrigerated Warehouse,18133.0,Office,8679.0,Retail Store,2388.0,1035554.688,5,1,0,47554.0,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2,43016,37616,Office,Office,43016.0,,,,,1234095.5,1,1,0,18808.0,0,0
NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1,24196,24196,"Medical Office, Non-Refrigerated Warehouse, Office, Other",Other,8711.0,Non-Refrigerated Warehouse,6792.0,Office,5306.0,1055033.0,4,1,0,24196.0,0,0
NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,2,20671,20671,Office,Office,20671.0,,,,,638507.125,1,1,0,10335.5,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,21600,21600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21600.0,,,,,499828.5938,1,1,0,21600.0,0,0
NonResidential,Worship Facility,SOUTHWEST,1,35844,35844,Worship Facility,Worship Facility,35844.0,,,,,866126.375,1,0,0,35844.0,0,0
NonResidential,Small- and Mid-Sized Office,LAKE UNION,3,31774,31774,"Office, Parking, Retail Store",Office,19896.0,Retail Store,13941.0,Parking,0.0,1639136.25,3,1,0,10591.333333333334,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,26094,26094,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26094.0,,,,,709990.8125,1,0,0,26094.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,2,23687,23687,Office,Office,23687.0,,,,,1084553.75,1,0,0,11843.5,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,2,24221,24221,Office,Office,24221.0,,,,,1435562.75,1,0,0,12110.5,0,0
NonResidential,Mixed Use Property,DOWNTOWN,2,71919,57836,"Office, Parking, Retail Store",Office,34550.0,Retail Store,23085.0,Parking,11465.0,5381105.0,3,0,0,28918.0,1,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,2,32027,32027,"Office, Retail Store",Office,17526.0,Retail Store,14501.0,,,3999505.25,2,1,0,16013.5,0,1
NonResidential,Small- and Mid-Sized Office,DOWNTOWN,3,32160,32160,"Office, Retail Store",Office,35693.0,Retail Store,14219.0,,,2805826.0,2,0,0,10720.0,0,1
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,3,34425,34425,"Non-Refrigerated Warehouse, Office",Office,34425.0,Non-Refrigerated Warehouse,15536.0,,,2018385.75,2,1,0,11475.0,0,0
SPS-District K-12,K-12 School,GREATER DUWAMISH,2,52609,52609,K-12 School,K-12 School,52609.0,,,,,1801941.75,1,1,0,26304.5,1,0
NonResidential,Medical Office,SOUTHWEST,3,40304,28304,"Medical Office, Parking",Medical Office,20106.0,Parking,16412.0,,,1961581.5,2,0,0,9434.666666666666,0,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,29619,29619,"Distribution Center, Office",Distribution Center,15000.0,Office,14619.0,,,1280263.75,2,1,0,29619.0,0,0
NonResidential,K-12 School,CENTRAL,2,21592,21592,K-12 School,K-12 School,20700.0,,,,,1431784.0,1,1,0,10796.0,0,0
NonResidential,K-12 School,NORTH,2,23923,23923,K-12 School,K-12 School,23923.0,,,,,805643.5,1,1,0,11961.5,0,0
NonResidential,Small- and Mid-Sized Office,CENTRAL,3,25200,25200,"Office, Retail Store",Office,16000.0,Retail Store,8000.0,,,1748444.25,2,1,0,8400.0,0,0
NonResidential,Small- and Mid-Sized Office,CENTRAL,1,45068,45068,Office,Office,45068.0,,,,,284857.3125,1,1,0,45068.0,0,0
NonResidential,Small- and Mid-Sized Office,CENTRAL,2,28296,28296,Office,Office,26899.0,,,,,1328461.25,1,0,0,14148.0,0,0
Multifamily MR (5-9),Other,DOWNTOWN,5,124260,42360,"Multifamily Housing, Office, Parking",Parking,81900.0,Multifamily Housing,31924.0,Office,4049.0,1527695.5,3,0,0,8472.0,1,1
NonResidential,Small- and Mid-Sized Office,CENTRAL,3,31357,31357,"Medical Office, Office, Parking",Office,25500.0,Medical Office,5000.0,Parking,0.0,1965075.625,3,1,0,10452.333333333334,0,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,160000,160000,Distribution Center,Distribution Center,160000.0,,,,,1157976.5,1,0,0,160000.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,53550,53550,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,53550.0,,,,,4590246.5,1,1,0,53550.0,1,0
NonResidential,Warehouse,GREATER DUWAMISH,1,38412,38412,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,32000.0,Office,8000.0,,,1628540.0,2,1,0,38412.0,0,0
NonResidential,Self-Storage Facility,GREATER DUWAMISH,1,25881,25881,Self-Storage Facility,Self-Storage Facility,25881.0,,,,,545426.375,1,0,0,25881.0,0,0
NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1,24291,24291,Office,Office,24023.0,,,,,655422.375,1,1,0,24291.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,36544,36544,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,36544.0,,,,,1269847.75,1,0,0,36544.0,0,0
NonResidential,Warehouse,GREATER DUWAMISH,1,20796,20796,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,20796.0,,,,,1324092.125,1,1,0,20796.0,0,0
NonResidential,Distribution Center,GREATER DUWAMISH,1,21349,21349,"Distribution Center, Office",Distribution Center,13000.0,Office,8349.0,,,659761.875,2,1,0,21349.0,0,0
